,player_display_name,position,position_group,recent_team,season,receiving_epa_mean_receive,mean_receiving_epa_per_week,receiving_epa_median_receive,median_receiving_epa_per_week,rushing_epa_mean_rush,mean_rushing_epa_per_week,rushing_epa_median_rush,median_rushing_epa_per_week,season_pass,passing_epa_mean_pass,mean_passing_epa_per_week,passing_epa_median_pass,median_passing_epa_per_week,week,number_weeks_played_in_time_period,mean_epa_per_week,median_epa_per_week
256,Jake Gervase,ILB,LB,LA,2022,2.6160583,2.6160583,2.6160583,2.6160583,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,1,1,2.6160583,2.6160583
257,Jake Kumerow,WR,WR,BUF,2022,0.71006846,0.71006846,0.16744098,0.16744098,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,4,4,0.71006846,0.16744098
258,Jake Tonges,TE,TE,CHI,2022,-0.56882393,-0.56882393,-0.56882393,-0.56882393,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,1,1,-0.56882393,-0.56882393
259,Jakob Johnson,FB,RB,LV,2022,-0.6532628,-0.6532628,-0.77522475,-0.77522475,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,5,5,-0.6532628,-0.77522475
260,Jakobi Meyers,WR,WR,NE,2022,2.6540222,2.6540222,2.8705435,2.8705435,0.5194464,0.5194464,0.5194464,0.5194464,2022,0.0,0.0,0.0,0.0,13,13,3.1734686,3.3899899
261,Jalen Camp,WR,WR,HOU,2022,0.5108519,0.5108519,0.5108519,0.5108519,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,1,1,0.5108519,0.5108519
262,Jalen Guyton,WR,WR,LAC,2022,2.1320164,2.1320164,2.1320164,2.1320164,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,2,2,2.1320164,2.1320164
263,Jalen Hurts,QB,QB,PHI,2022,0.0,0.0,0.0,0.0,3.433695,3.433695,3.9477239,3.9477239,2022,5.4849734,5.4849734,4.620432,4.620432,14,14,8.918669,8.568155
264,Jalen Nailor,WR,WR,MIN,2022,1.4698818,1.4698818,1.1043553,1.1043553,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,4,4,1.4698818,1.1043553
265,Jalen Reagor,WR,WR,MIN,2022,-0.33558413,-0.33558413,-0.090253785,-0.090253785,0.7969814,0.7969814,0.49559298,0.49559298,2022,0.0,0.0,0.0,0.0,9,9,0.46139726,0.40533918
266,Jalen Tolbert,WR,WR,DAL,2022,-0.3436667,-0.3436667,-0.3436667,-0.3436667,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,2,2,-0.3436667,-0.3436667
267,Jalen Virgil,WR,WR,DEN,2022,1.4015403,1.4015403,0.15294534,0.15294534,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,4,4,1.4015403,0.15294534
268,Jamaal Williams,RB,RB,DET,2022,-0.21934362,-0.21934362,-0.51738566,-0.51738566,-1.7862041,-1.7862041,-1.1479969,-1.1479969,2022,0.0,0.0,0.0,0.0,16,16,-2.0055478,-1.6653826
269,Jamal Agnew,WR,WR,JAX,2022,0.4596752,0.4596752,-0.06664671,-0.06664671,0.760482,0.760482,1.029058,1.029058,2022,0.0,0.0,0.0,0.0,13,13,1.2201571,0.9624113
270,Jameis Winston,QB,QB,NO,2022,0.0,0.0,0.0,0.0,-1.0731102,-1.0731102,-0.9775296,-0.9775296,2022,-2.3376412,-2.3376412,1.2357728,1.2357728,3,3,-3.4107513,0.25824326
271,James Conner,RB,RB,ARI,2022,-0.46563756,-0.46563756,-0.6982862,-0.6982862,-0.19037756,-0.19037756,-0.17429492,-0.17429492,2022,0.0,0.0,0.0,0.0,13,13,-0.65601516,-0.8725811
272,James Cook,RB,RB,BUF,2022,0.43655267,0.43655267,0.32815042,0.32815042,0.38604355,0.38604355,0.23876506,0.23876506,2022,0.0,0.0,0.0,0.0,15,15,0.8225962,0.5669155
273,James Mitchell,TE,TE,DET,2022,1.3305829,1.3305829,1.0745181,1.0745181,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,7,7,1.3305829,1.0745181
274,James Proche,WR,WR,BAL,2022,-0.99236834,-0.99236834,-0.75032395,-0.75032395,0.0,0.0,0.0,0.0,2022,-4.0428915,-4.0428915,-4.0428915,-4.0428915,6,6,-5.0352597,-4.7932153
275,James Robinson,RB,RB,JAX,2022,0.2959089,0.2959089,0.28236634,0.28236634,-1.3282369,-1.3282369,0.4311617,0.4311617,2022,0.0,0.0,0.0,0.0,7,7,-1.032328,0.71352804
276,James Robinson,RB,RB,NYJ,2022,-0.09009996,-0.09009996,-0.09009996,-0.09009996,-1.6797868,-1.6797868,-1.3586118,-1.3586118,2022,0.0,0.0,0.0,0.0,4,4,-1.7698867,-1.4487118
277,James Washington,WR,WR,DAL,2022,-0.32063922,-0.32063922,-0.32063922,-0.32063922,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,1,1,-0.32063922,-0.32063922
278,Jameson Williams,WR,WR,DET,2022,-0.098964825,-0.098964825,-0.53769606,-0.53769606,2.3644335,2.3644335,2.3644335,2.3644335,2022,0.0,0.0,0.0,0.0,5,5,2.2654686,1.8267374
279,Jamie Gillan,P,SPEC,NYG,2022,0.0,0.0,0.0,0.0,-2.5080256,-2.5080256,-2.5080256,-2.5080256,2022,0.0,0.0,0.0,0.0,2,2,-2.5080256,-2.5080256
280,Jamison Crowder,WR,WR,BUF,2022,-0.27412078,-0.27412078,-0.7626787,-0.7626787,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,4,4,-0.27412078,-0.7626787
281,Jamycal Hasty,RB,RB,JAX,2022,0.6712629,0.6712629,-0.16024987,-0.16024987,-0.4720763,-0.4720763,-0.24608701,-0.24608701,2022,0.0,0.0,0.0,0.0,13,13,0.19918662,-0.4063369
282,Jared Goff,QB,QB,DET,2022,-0.10016044,-0.10016044,-0.10016044,-0.10016044,-0.9617698,-0.9617698,-0.84182334,-0.84182334,2022,5.8421016,5.8421016,6.6618977,6.6618977,16,16,4.7801714,5.719914
283,Jarrett Stidham,QB,QB,LV,2022,0.0,0.0,0.0,0.0,1.8589478,1.8589478,1.8589478,1.8589478,2022,2.1704836,2.1704836,2.1704836,2.1704836,2,2,4.0294313,4.0294313
284,Jarvis Landry,WR,WR,NO,2022,-0.9771491,-0.9771491,-0.46175116,-0.46175116,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,9,9,-0.9771491,-0.46175116
285,Jason Cabinda,FB,RB,DET,2022,-0.38881713,-0.38881713,-0.28995794,-0.28995794,-0.1241917,-0.1241917,-0.1241917,-0.1241917,2022,0.0,0.0,0.0,0.0,4,4,-0.51300883,-0.41414964
286,Jason Moore,WR,WR,LAC,2022,-0.7422924,-0.7422924,-0.7422924,-0.7422924,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,1,1,-0.7422924,-0.7422924
287,Jauan Jennings,WR,WR,SF,2022,0.89913803,0.89913803,0.7336101,0.7336101,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,15,15,0.89913803,0.7336101
288,Javonte Williams,RB,RB,DEN,2022,-1.3656877,-1.3656877,-1.5059156,-1.5059156,-1.5778418,-1.5778418,-1.6619914,-1.6619914,2022,0.0,0.0,0.0,0.0,4,4,-2.9435296,-3.167907
289,Jaylen Waddle,WR,WR,MIA,2022,4.604709,4.604709,6.2921886,6.2921886,0.66197,0.66197,0.66197,0.66197,2022,0.0,0.0,0.0,0.0,16,16,5.2666793,6.954159
290,Jaylen Warren,RB,RB,PIT,2022,0.77188694,0.77188694,0.31169528,0.31169528,0.54513645,0.54513645,0.4133445,0.4133445,2022,0.0,0.0,0.0,0.0,15,15,1.3170234,0.7250398
291,Jeff Driskel,QB,QB,HOU,2022,-0.10666325,-0.10666325,-0.10666325,-0.10666325,-1.3243948,-1.3243948,-1.2013037,-1.2013037,2022,-0.59528846,-0.59528846,-0.78100145,-0.78100145,6,6,-2.0263464,-2.0889683
292,Jeff Smith,WR,WR,NYJ,2022,0.9481106,0.9481106,1.619351,1.619351,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,7,7,0.9481106,1.619351
293,Jeffery Wilson,RB,RB,MIA,2022,-0.706987,-0.706987,-1.0230122,-1.0230122,1.193977,1.193977,-0.30169484,-0.30169484,2022,0.0,0.0,0.0,0.0,7,7,0.48698997,-1.324707
294,Jeffery Wilson,RB,RB,SF,2022,-0.48031715,-0.48031715,-0.7786592,-0.7786592,-0.4751162,-0.4751162,-0.0074611604,-0.0074611604,2022,0.0,0.0,0.0,0.0,8,8,-0.95543337,-0.7861204
295,Jelani Woods,TE,TE,IND,2022,0.83921844,0.83921844,0.22430402,0.22430402,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,11,11,0.83921844,0.22430402
296,Jeremy Ruckert,TE,TE,NYJ,2022,-0.5085544,-0.5085544,-0.5085544,-0.5085544,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,1,1,-0.5085544,-0.5085544
297,Jerick McKinnon,RB,RB,KC,2022,1.4367201,1.4367201,0.3623344,0.3623344,-0.667662,-0.667662,-0.5351192,-0.5351192,2022,0.0,0.0,0.0,0.0,16,16,0.7690581,-0.17278478
298,Jerome Ford,RB,RB,CLE,2022,0.0,0.0,0.0,0.0,-1.7145491,-1.7145491,-1.7145491,-1.7145491,2022,0.0,0.0,0.0,0.0,2,2,-1.7145491,-1.7145491
299,Jerry Jeudy,WR,WR,DEN,2022,2.8133488,2.8133488,3.3503544,3.3503544,-0.7010111,-0.7010111,-0.7010111,-0.7010111,2022,0.0,0.0,0.0,0.0,14,14,2.1123376,2.6493433
300,Jesper Horsted,TE,TE,LV,2022,0.013341874,0.013341874,0.013341874,0.013341874,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,2,2,0.013341874,0.013341874
301,Jimmy Garoppolo,QB,QB,SF,2022,0.0,0.0,0.0,0.0,-0.3066392,-0.3066392,0.41724452,0.41724452,2022,6.86422,6.86422,3.5641742,3.5641742,11,11,6.557581,3.9814186
302,JoJo Domann,OLB,LB,IND,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,1,1,0.0,0.0
303,Joe Burrow,QB,QB,CIN,2022,0.0,0.0,0.0,0.0,0.280813,0.280813,-0.1022376,-0.1022376,2022,6.3956733,6.3956733,9.304123,9.304123,15,15,6.6764865,9.201885
304,Joe Flacco,QB,QB,NYJ,2022,0.0,0.0,0.0,0.0,-0.068460524,-0.068460524,-0.068460524,-0.068460524,2022,-6.3563485,-6.3563485,-7.165435,-7.165435,4,4,-6.424809,-7.2338953
305,Joe Fortson,TE,TE,KC,2022,0.9144849,0.9144849,0.22858183,0.22858183,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,9,9,0.9144849,0.22858183
306,Joe Mixon,RB,RB,CIN,2022,0.81007165,0.81007165,0.21660487,0.21660487,-0.7530369,-0.7530369,-1.249241,-1.249241,2022,0.0,0.0,0.0,0.0,13,13,0.05703473,-1.0326362
307,John Bates,TE,TE,WAS,2022,-0.31704062,-0.31704062,0.06971477,0.06971477,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,9,9,-0.31704062,0.06971477
308,John Brown,WR,WR,BUF,2022,-0.50377214,-0.50377214,-0.50377214,-0.50377214,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,1,1,-0.50377214,-0.50377214
309,John Wolford,QB,QB,LA,2022,0.0,0.0,0.0,0.0,1.027849,1.027849,1.027849,1.027849,2022,-9.87437,-9.87437,-9.87437,-9.87437,2,2,-8.84652,-8.84652
310,Johnny Mundt,TE,TE,MIN,2022,0.4156339,0.4156339,0.6734722,0.6734722,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,13,13,0.4156339,0.6734722
311,Jonathan Taylor,RB,RB,IND,2022,-1.4229465,-1.4229465,-0.53960145,-0.53960145,-2.8654807,-2.8654807,-2.5073512,-2.5073512,2022,0.0,0.0,0.0,0.0,11,11,-4.2884274,-3.0469527
312,Jonathan Ward,RB,RB,TEN,2022,-0.08207637,-0.08207637,-0.08207637,-0.08207637,-0.17417812,-0.17417812,-0.17417812,-0.17417812,2022,0.0,0.0,0.0,0.0,1,1,-0.2562545,-0.2562545
313,Jonathan Williams,RB,RB,WAS,2022,-0.9102082,-0.9102082,-0.9102082,-0.9102082,-0.24155815,-0.24155815,0.32555047,0.32555047,2022,0.0,0.0,0.0,0.0,6,6,-1.1517664,-0.5846578
314,Jonnu Smith,TE,TE,NE,2022,0.04507032,0.04507032,-0.14332846,-0.14332846,0.70299894,0.70299894,0.70299894,0.70299894,2022,0.0,0.0,0.0,0.0,12,12,0.7480693,0.55967045
315,Jordan Akins,TE,TE,HOU,2022,1.3846507,1.3846507,0.80914587,0.80914587,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,14,14,1.3846507,0.80914587
316,Jordan Howard,RB,RB,NO,2022,0.0,0.0,0.0,0.0,-0.47619748,-0.47619748,-0.47619748,-0.47619748,2022,0.0,0.0,0.0,0.0,1,1,-0.47619748,-0.47619748
317,Jordan Love,QB,QB,GB,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,0.882715,0.882715,-0.34911197,-0.34911197,4,4,0.882715,-0.34911197
318,Jordan Mason,RB,RB,SF,2022,0.0,0.0,0.0,0.0,0.64743525,0.64743525,0.44648135,0.44648135,2022,0.0,0.0,0.0,0.0,7,7,0.64743525,0.44648135
319,Jordan Wilkins,RB,RB,IND,2022,-0.91655946,-0.91655946,-0.85163164,-0.85163164,-0.3282886,-0.3282886,-0.5111483,-0.5111483,2022,0.0,0.0,0.0,0.0,4,4,-1.244848,-1.3627799
320,Josh Allen,QB,QB,BUF,2022,0.0,0.0,0.0,0.0,2.8529832,2.8529832,2.8632338,2.8632338,2022,6.148057,6.148057,6.2444577,6.2444577,15,15,9.00104,9.107692
321,Josh Gordon,WR,WR,TEN,2022,-0.48844737,-0.48844737,-0.48844737,-0.48844737,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,1,1,-0.48844737,-0.48844737
322,Josh Jacobs,RB,RB,LV,2022,0.19866064,0.19866064,0.39560434,0.39560434,0.19657116,0.19657116,-0.37757766,-0.37757766,2022,0.0,0.0,0.0,0.0,16,16,0.39523178,0.01802668
323,Josh Johnson,QB,QB,SF,2022,0.0,0.0,0.0,0.0,-3.6153255,-3.6153255,-3.6153255,-3.6153255,2022,-0.8358491,-0.8358491,-0.8358491,-0.8358491,1,1,-4.4511747,-4.4511747
324,Josh Oliver,TE,TE,BAL,2022,0.49834573,0.49834573,-0.03330245,-0.03330245,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,11,11,0.49834573,-0.03330245
325,Josh Palmer,WR,WR,LAC,2022,1.3850831,1.3850831,1.5316285,1.5316285,0.7268567,0.7268567,0.7268567,0.7268567,2022,0.0,0.0,0.0,0.0,15,15,2.11194,2.2584853
326,Josh Reynolds,WR,WR,DET,2022,1.0307252,1.0307252,0.8533799,0.8533799,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,11,11,1.0307252,0.8533799
327,Joshua Dobbs,QB,QB,TEN,2022,0.0,0.0,0.0,0.0,-0.20653084,-0.20653084,-0.20653084,-0.20653084,2022,-8.409685,-8.409685,-8.409685,-8.409685,1,1,-8.616216,-8.616216
328,Joshua Kelley,RB,RB,LAC,2022,-0.31006238,-0.31006238,-0.4638464,-0.4638464,0.2311581,0.2311581,0.115713805,0.115713805,2022,0.0,0.0,0.0,0.0,11,11,-0.078904286,-0.34813258
329,Josiah Deguara,TE,TE,GB,2022,0.3860762,0.3860762,0.029387012,0.029387012,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,9,9,0.3860762,0.029387012
330,JuJu Smith-Schuster,WR,WR,KC,2022,3.1419919,3.1419919,1.5388199,1.5388199,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,15,15,3.1419919,1.5388199
331,Julio Jones,WR,WR,TB,2022,0.7485837,0.7485837,0.22201902,0.22201902,0.79771346,0.79771346,1.1655143,1.1655143,2022,0.0,0.0,0.0,0.0,10,10,1.5462971,1.3875334
332,Julius Chestnut,RB,RB,TEN,2022,0.39057648,0.39057648,0.39057648,0.39057648,-2.493425,-2.493425,-2.493425,-2.493425,2022,0.0,0.0,0.0,0.0,3,3,-2.1028485,-2.1028485
333,Justice Hill,RB,RB,BAL,2022,0.29710177,0.29710177,-0.38220736,-0.38220736,-0.23929705,-0.23929705,-0.45133147,-0.45133147,2022,0.0,0.0,0.0,0.0,12,12,0.05780472,-0.83353883
334,Justin Fields,QB,QB,CHI,2022,0.0,0.0,0.0,0.0,4.3455286,4.3455286,3.6205478,3.6205478,2022,-4.38475,-4.38475,-3.748562,-3.748562,15,15,-0.039221287,-0.12801433
335,Justin Herbert,QB,QB,LAC,2022,-1.393879,-1.393879,-1.393879,-1.393879,0.69393927,0.69393927,0.90538335,0.90538335,2022,0.50166696,0.50166696,0.5759123,0.5759123,16,16,-0.19827282,0.08741659
336,Justin Jackson,RB,RB,DET,2022,0.20580263,0.20580263,0.039988894,0.039988894,-0.85268915,-0.85268915,-0.90095675,-0.90095675,2022,0.0,0.0,0.0,0.0,11,11,-0.6468865,-0.8609679
337,Justin Jefferson,WR,WR,MIN,2022,4.581775,4.581775,4.6289077,4.6289077,0.7589008,0.7589008,1.007803,1.007803,2022,1.5265433,1.5265433,1.5265433,1.5265433,16,16,6.867219,7.163254
338,Justin Watson,WR,WR,KC,2022,0.19802277,0.19802277,0.05044736,0.05044736,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,16,16,0.19802277,0.05044736
339,Juwan Johnson,TE,TE,NO,2022,0.9636952,0.9636952,1.3962591,1.3962591,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,15,15,0.9636952,1.3962591
340,Juwann Winfree,WR,WR,GB,2022,-0.33282766,-0.33282766,-0.72723895,-0.72723895,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,3,3,-0.33282766,-0.72723895
341,K.J. Hamler,WR,WR,DEN,2022,-0.084447265,-0.084447265,-0.72445154,-0.72445154,0.77270377,0.77270377,0.77270377,0.77270377,2022,0.0,0.0,0.0,0.0,6,6,0.6882565,0.048252225
342,K.J. Osborn,WR,WR,MIN,2022,0.74771374,0.74771374,0.64572316,0.64572316,1.0591668,1.0591668,0.7010432,0.7010432,2022,0.0,0.0,0.0,0.0,16,16,1.8068805,1.3467664
343,Kadarius Toney,WR,WR,KC,2022,1.4176146,1.4176146,0.78800833,0.78800833,1.528023,1.528023,1.528023,1.528023,2022,0.0,0.0,0.0,0.0,6,6,2.9456377,2.3160315
344,Kadarius Toney,WR,WR,NYG,2022,-1.6852899,-1.6852899,-1.6852899,-1.6852899,1.0582143,1.0582143,1.0582143,1.0582143,2022,0.0,0.0,0.0,0.0,2,2,-0.62707555,-0.62707555
345,Kalif Raymond,WR,WR,DET,2022,1.2128102,1.2128102,1.8353348,1.8353348,0.38319007,0.38319007,0.7727015,0.7727015,2022,0.0,0.0,0.0,0.0,15,15,1.5960002,2.6080363
346,Kamu Grugier-Hill,ILB,LB,ARI,2022,2.864477,2.864477,2.864477,2.864477,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,1,1,2.864477,2.864477
347,Kareem Hunt,RB,RB,CLE,2022,-0.057815902,-0.057815902,-0.35099408,-0.35099408,-0.65787685,-0.65787685,-0.7257759,-0.7257759,2022,0.0,0.0,0.0,0.0,16,16,-0.71569276,-1.07677
348,Kavontae Turpin,WR,WR,DAL,2022,-0.8194716,-0.8194716,-0.8194716,-0.8194716,0.00556013,0.00556013,-0.307526,-0.307526,2022,0.0,0.0,0.0,0.0,5,5,-0.81391144,-1.1269976
349,Ke'Shawn Vaughn,RB,RB,TB,2022,0.33838207,0.33838207,0.33838207,0.33838207,-0.3016493,-0.3016493,-0.27932474,-0.27932474,2022,0.0,0.0,0.0,0.0,4,4,0.036732763,0.059057325
350,Keaontay Ingram,RB,RB,ARI,2022,1.1553695,1.1553695,1.1553695,1.1553695,-0.9704134,-0.9704134,-0.5249565,-0.5249565,2022,0.0,0.0,0.0,0.0,9,9,0.18495613,0.630413
351,Keelan Cole,WR,WR,LV,2022,0.8816632,0.8816632,0.53262484,0.53262484,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,8,8,0.8816632,0.53262484
352,Keenan Allen,WR,WR,LAC,2022,2.0284085,2.0284085,2.427244,2.427244,0.588396,0.588396,0.588396,0.588396,2022,0.0,0.0,0.0,0.0,9,9,2.6168046,3.01564
353,Keisean Nixon,CB,DB,GB,2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,1,1,0.0,0.0
354,Keith Kirkwood,WR,WR,NO,2022,-0.54814535,-0.54814535,-0.22724661,-0.22724661,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,3,3,-0.54814535,-0.22724661
355,Keith Smith,FB,RB,ATL,2022,-0.80368996,-0.80368996,-0.80368996,-0.80368996,0.19935055,0.19935055,0.19935055,0.19935055,2022,0.0,0.0,0.0,0.0,2,2,-0.6043394,-0.6043394
356,Keke Coutee,WR,WR,IND,2022,-3.7991643,-3.7991643,-3.7991643,-3.7991643,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,1,1,-3.7991643,-3.7991643
357,Kendall Blanton,TE,TE,LA,2022,0.9727644,0.9727644,0.9727644,0.9727644,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,2,2,0.9727644,0.9727644
358,Kendall Hinton,WR,WR,DEN,2022,1.5011349,1.5011349,1.5384464,1.5384464,0.036374986,0.036374986,0.036374986,0.036374986,2022,0.0,0.0,0.0,0.0,11,11,1.5375099,1.5748215
359,Kendrick Bourne,WR,WR,NE,2022,0.70139545,0.70139545,0.46935692,0.46935692,-0.26966175,-0.26966175,-0.73585135,-0.73585135,2022,0.0,0.0,0.0,0.0,15,15,0.4317337,-0.26649442
360,Kene Nwangwu,RB,RB,MIN,2022,-0.007714779,-0.007714779,-0.007714779,-0.007714779,-2.724439,-2.724439,-2.724439,-2.724439,2022,0.0,0.0,0.0,0.0,2,2,-2.7321537,-2.7321537
361,Kenneth Gainwell,RB,RB,PHI,2022,-0.32801622,-0.32801622,-0.25562915,-0.25562915,0.36314422,0.36314422,0.36508682,0.36508682,2022,0.0,0.0,0.0,0.0,16,16,0.035127997,0.10945767
362,Kenneth Walker,RB,RB,SEA,2022,-1.0324054,-1.0324054,-0.8028757,-0.8028757,-0.6929171,-0.6929171,-1.3475039,-1.3475039,2022,0.0,0.0,0.0,0.0,14,14,-1.7253225,-2.1503797
363,Kenny Golladay,WR,WR,NYG,2022,-0.4496662,-0.4496662,-1.1095871,-1.1095871,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,5,5,-0.4496662,-1.1095871
364,Kenny Pickett,QB,QB,PIT,2022,0.0,0.0,0.0,0.0,0.9579736,0.9579736,1.1684835,1.1684835,2022,-1.6813556,-1.6813556,-2.2273839,-2.2273839,12,12,-0.723382,-1.0589004
365,Kenyan Drake,RB,RB,BAL,2022,-0.5420549,-0.5420549,-0.8501273,-0.8501273,-0.8829181,-0.8829181,-0.75802416,-0.75802416,2022,0.0,0.0,0.0,0.0,11,11,-1.424973,-1.6081514
366,Kevin Harris,RB,RB,NE,2022,0.0,0.0,0.0,0.0,-0.3881892,-0.3881892,-0.28230068,-0.28230068,2022,0.0,0.0,0.0,0.0,5,5,-0.3881892,-0.28230068
367,Kevin White,WR,WR,NO,2022,0.6284556,0.6284556,-0.057002664,-0.057002664,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,4,4,0.6284556,-0.057002664
368,KhaDarel Hodge,WR,WR,ATL,2022,1.3899919,1.3899919,1.5597037,1.5597037,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,9,9,1.3899919,1.5597037
369,Khalil Herbert,RB,RB,CHI,2022,0.1351287,0.1351287,-0.28835276,-0.28835276,0.059072476,0.059072476,0.43049535,0.43049535,2022,0.0,0.0,0.0,0.0,12,12,0.19420119,0.1421426
370,Khalil Shakir,WR,WR,BUF,2022,0.5456316,0.5456316,-0.0025467724,-0.0025467724,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,9,9,0.5456316,-0.0025467724
371,Khari Blasingame,FB,RB,CHI,2022,-0.5554934,-0.5554934,-0.5554934,-0.5554934,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,1,1,-0.5554934,-0.5554934
372,Kirk Cousins,QB,QB,MIN,2022,0.0,0.0,0.0,0.0,0.102300555,0.102300555,0.09295182,0.09295182,2022,0.11584721,0.11584721,-0.9225487,-0.9225487,16,16,0.21814775,-0.8295969
373,Ko Kieft,TE,TE,TB,2022,0.5772223,0.5772223,0.7932377,0.7932377,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,8,8,0.5772223,0.7932377
374,Kyle Allen,QB,QB,HOU,2022,0.0,0.0,0.0,0.0,-3.0714846,-3.0714846,-3.0714846,-3.0714846,2022,-17.002283,-17.002283,-17.002283,-17.002283,2,2,-20.073769,-20.073769
375,Kyle Juszczyk,FB,RB,SF,2022,0.5224599,0.5224599,0.19173485,0.19173485,0.25881913,0.25881913,0.3975128,0.3975128,2022,0.0,0.0,0.0,0.0,12,12,0.7812791,0.58924764
376,Kyle Philips,WR,WR,TEN,2022,-0.48389342,-0.48389342,-0.78162915,-0.78162915,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,4,4,-0.48389342,-0.78162915
377,Kyle Pitts,TE,TE,ATL,2022,0.33775944,0.33775944,-0.12217821,-0.12217821,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,10,10,0.33775944,-0.12217821
378,Kyle Rudolph,TE,TE,TB,2022,-0.017647669,-0.017647669,-0.024121076,-0.024121076,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,4,4,-0.017647669,-0.024121076
379,Kylen Granson,TE,TE,IND,2022,-0.055685528,-0.055685528,-0.4702712,-0.4702712,-1.7525789,-1.7525789,-1.7525789,-1.7525789,2022,0.0,0.0,0.0,0.0,13,13,-1.8082644,-2.22285
380,Kyler Murray,QB,QB,ARI,2022,0.0,0.0,0.0,0.0,1.043977,1.043977,0.5236584,0.5236584,2022,-1.6588039,-1.6588039,-0.5783838,-0.5783838,11,11,-0.6148269,-0.05472541
381,Kylin Hill,RB,RB,GB,2022,0.0,0.0,0.0,0.0,0.5460712,0.5460712,0.5460712,0.5460712,2022,0.0,0.0,0.0,0.0,1,1,0.5460712,0.5460712
382,Kyren Williams,RB,RB,LA,2022,-0.27880082,-0.27880082,-0.24088123,-0.24088123,-0.5315294,-0.5315294,-0.45321065,-0.45321065,2022,0.0,0.0,0.0,0.0,8,8,-0.8103303,-0.6940919
383,Lamar Jackson,QB,QB,BAL,2022,0.0,0.0,0.0,0.0,3.3143418,3.3143418,2.3651836,2.3651836,2022,0.7856113,0.7856113,-0.3487705,-0.3487705,12,12,4.099953,2.0164132
384,Lance McCutcheon,WR,WR,LA,2022,-2.0007987,-2.0007987,-2.0007987,-2.0007987,0.0,0.0,0.0,0.0,2022,0.0,0.0,0.0,0.0,2,2,-2.0007987,-2.0007987
